customer_id,first_name,last_name,age,gender,nationality,purchase_channel,payment_methods,signup_date,customer_first_touch,is_member
CUST-7385B,Noah,Johnson,21,Male,Lao,Savanhnaket-Shop,Mobile Banking,2022-07-29,Walk-in,True
CUST-DFFE0,Steven,Russo,22,Female,Lao,Vientiane-Shop,Cash,2022-07-29,Walk-in,False
CUST-E75CB,Todd,Miller,22,Female,Other,Vangvieng-Shop,Cash,2022-07-29,Walk-in,True
CUST-36FBE,Amber,Davis,32,Female,Lao,Luangprabang-Shop,Mobile Banking,2022-07-29,Walk-in,False
CUST-EABC9,Amy,Petersen,46,Male,Thai,Vientiane-Shop,Credit Card,2022-07-30,Walk-in,False
CUST-2CB97,Bradley,Flores,39,Female,Lao,Pakse-Shop,Mobile Banking,2022-07-30,Walk-in,True
CUST-AED54,Amy,Larson,23,Female,Lao,Luangprabang-Shop,Credit Card,2022-07-30,Walk-in,True
CUST-45473,Russell,Gordon,41,Female,Thai,Vientiane-Shop,Cash,2022-07-30,Walk-in,False
CUST-3EE27,Andrew,Koch,26,Male,Thai,Pakse-Shop,Cash,2022-07-30,Walk-in,False
CUST-C0058,Kevin,Nicholson,60,Male,Other,Online/Website,Credit Card,2022-07-30,Influencer_Ref,False
CUST-87A13,Jerry,Williams,47,Female,Lao,Online/Website,Mobile Banking,2022-07-30,Tiktok,False
CUST-1BFA0,Darlene,Norton,42,Female,Lao,Vientiane-Shop,Mobile Banking,2022-07-30,Walk-in,False
CUST-1A9F2,Michelle,Arroyo,25,Male,Lao,Vientiane-Shop,Credit Card,2022-07-30,Walk-in,True
CUST-DE832,Jacqueline,Butler,27,Female,Other,Online/Website,Credit Card,2022-07-31,Influencer_Ref,False
CUST-33563,Jeffrey,Wilson,49,Female,American,Savanhnaket-Shop,Mobile Banking,2022-07-31,Walk-in,True
CUST-5565A,Tara,Morris,51,Male,Lao,Online/Website,Credit Card,2022-07-31,Influencer_Ref,False
CUST-FABEC,April,Paul,53,Male,Other,Vangvieng-Shop,Mobile Banking,2022-07-31,Walk-in,False
CUST-6A587,Jeremy,Davies,48,Female,Lao,Vangvieng-Shop,Mobile Banking,2022-07-31,Walk-in,False
CUST-EA3FF,Alexander,Meza,57,Female,Lao,Vientiane-Shop,Mobile Banking,2022-07-31,Walk-in,False
CUST-A2E75,Jennifer,Ruiz,31,Male,Chinese,Luangprabang-Shop,Credit Card,2022-07-31,Walk-in,False
CUST-4C0A6,Lindsey,Martin,25,Female,Other,Pakse-Shop,Mobile Banking,2022-07-31,Walk-in,False
CUST-432A0,Paul,Salinas,39,Female,Thai,Savanhnaket-Shop,Mobile Banking,2022-07-31,Walk-in,False
CUST-C2515,Craig,Davis,55,Male,Other,Luangprabang-Shop,Cash,2022-07-31,Walk-in,False
CUST-E97A2,Susan,Chase,26,Male,Lao,Vangvieng-Shop,Mobile Banking,2022-07-31,Walk-in,False
CUST-288A8,Nichole,Spencer,52,Female,Lao,Online/Website,Credit Card,2022-07-31,Influencer_Ref,True
CUST-ABEF7,Jodi,Smith,56,Female,Lao,Pakse-Shop,Mobile Banking,2022-07-31,Walk-in,False
CUST-72A06,Paul,James,25,Male,Lao,Luangprabang-Shop,Mobile Banking,2022-07-31,Walk-in,True
CUST-944CA,Steven,Chase,33,Female,Thai,Online/Website,Mobile Banking,2022-08-01,Website,False
CUST-E5D5F,Sandra,Gibson,52,Male,Lao,Vangvieng-Shop,Cash,2022-08-01,Walk-in,True
CUST-36F76,Cynthia,Jensen,31,Male,Thai,Vientiane-Shop,Mobile Banking,2022-08-01,Walk-in,True
CUST-B6DDD,Trevor,Russell,40,Female,Thai,Pakse-Shop,Credit Card,2022-08-01,Walk-in,True
CUST-B4E0F,Sharon,Johnson,49,Male,Other,Savanhnaket-Shop,Credit Card,2022-08-01,Walk-in,False
CUST-8A1AE,Marie,Freeman,32,Male,Thai,Vientiane-Shop,Credit Card,2022-08-01,Walk-in,True
CUST-2869F,Gary,Morris,61,Male,Thai,Luangprabang-Shop,Credit Card,2022-08-01,Walk-in,False
CUST-434AB,Tammy,Hansen,51,Male,Other,Savanhnaket-Shop,Cash,2022-08-01,Walk-in,False
CUST-9D4E5,Ryan,Patton,20,Female,Thai,Vientiane-Shop,Credit Card,2022-08-01,Walk-in,False
CUST-72B73,Grant,Arias,60,Female,Lao,Online/Website,Credit Card,2022-08-01,Facebook,False
CUST-EB9A2,Randy,Mills,33,Male,Lao,Vangvieng-Shop,Cash,2022-08-01,Walk-in,False
CUST-BC9F6,Edward,Bailey,25,Male,Lao,Online/Website,Mobile Banking,2022-08-01,Facebook,True
CUST-7D267,Tracy,Smith,43,Female,Lao,Pakse-Shop,Cash,2022-08-01,Walk-in,False
CUST-026E9,Rachel,Glenn,49,Male,Thai,Luangprabang-Shop,Mobile Banking,2022-08-01,Walk-in,True
CUST-97391,Jonathan,Hernandez,46,Male,Other,Luangprabang-Shop,Cash,2022-08-01,Walk-in,True
CUST-A0FA8,Eduardo,Chang,53,Female,Lao,Luangprabang-Shop,Mobile Banking,2022-08-01,Walk-in,True
CUST-A1BA1,Samantha,Fernandez,49,Female,Thai,Pakse-Shop,Mobile Banking,2022-08-02,Walk-in,True
CUST-8880B,Julia,Robertson,48,Male,American,Online/Website,Mobile Banking,2022-08-02,Influencer_Ref,False
CUST-45D09,Melissa,Johnson,25,Male,Thai,Online/Website,Mobile Banking,2022-08-02,Tiktok,True
CUST-DFBAA,Jennifer,Ramos,49,Female,Thai,Vientiane-Shop,Credit Card,2022-08-02,Walk-in,False
CUST-AACFE,Samantha,Moore,47,Female,Chinese,Vangvieng-Shop,Mobile Banking,2022-08-02,Walk-in,False
CUST-5530E,Richard,Baldwin,29,Male,Lao,Savanhnaket-Shop,Cash,2022-08-02,Walk-in,True
CUST-81534,Christopher,Anderson,23,Male,Lao,Savanhnaket-Shop,Mobile Banking,2022-08-02,Walk-in,True
CUST-24223,Glen,Barton,37,Female,Lao,Online/Website,Mobile Banking,2022-08-02,Influencer_Ref,False
CUST-CE51F,Tammy,Rice,21,Male,Lao,Vangvieng-Shop,Mobile Banking,2022-08-02,Walk-in,False
CUST-20B6C,Alice,Ramirez,51,Male,Thai,Vientiane-Shop,Credit Card,2022-08-02,Walk-in,False
CUST-D2822,Carrie,Mccarty,48,Male,Lao,Pakse-Shop,Mobile Banking,2022-08-02,Walk-in,False
CUST-CFAF4,Leslie,Werner,57,Male,Thai,Vientiane-Shop,Cash,2022-08-02,Walk-in,True
CUST-2B473,Caitlin,Palmer,40,Female,Thai,Pakse-Shop,Cash,2022-08-02,Walk-in,True
CUST-E6E8D,James,Pittman,52,Male,Lao,Online/Website,Credit Card,2022-08-02,Instagram,False
CUST-3A5F3,Virginia,Mueller,37,Male,Thai,Vangvieng-Shop,Credit Card,2022-08-02,Walk-in,False
CUST-E31B3,Katelyn,Delgado,55,Female,Lao,Online/Website,Mobile Banking,2022-08-03,Influencer_Ref,False
CUST-65137,James,Jensen,57,Female,Lao,Vangvieng-Shop,Mobile Banking,2022-08-03,Walk-in,False
CUST-CBD87,Elizabeth,Short,56,Female,Lao,Luangprabang-Shop,Mobile Banking,2022-08-03,Walk-in,False
CUST-7824A,Adam,Le,32,Male,Lao,Luangprabang-Shop,Mobile Banking,2022-08-03,Walk-in,False
CUST-AAFC3,Carrie,Hall,55,Male,Lao,Pakse-Shop,Mobile Banking,2022-08-03,Walk-in,True
CUST-4E7E6,Daniel,Nelson,51,Male,Lao,Luangprabang-Shop,Credit Card,2022-08-03,Walk-in,True
CUST-04759,Tracy,Jones,63,Male,Thai,Savanhnaket-Shop,Credit Card,2022-08-03,Walk-in,False
CUST-B7667,Courtney,Leonard,32,Male,Lao,Luangprabang-Shop,Credit Card,2022-08-03,Walk-in,False
CUST-3324D,Deborah,Evans,40,Male,Lao,Online/Website,Mobile Banking,2022-08-03,Influencer_Ref,True
CUST-6E7C5,Elizabeth,Wilson,35,Male,Thai,Vientiane-Shop,Mobile Banking,2022-08-03,Walk-in,True
CUST-FE3FA,Ryan,Ross,24,Female,Thai,Online/Website,Mobile Banking,2022-08-03,Influencer_Ref,True
CUST-4CEA6,Sharon,Martinez,62,Male,Thai,Vientiane-Shop,Mobile Banking,2022-08-03,Walk-in,False
CUST-A0C30,Ashley,Freeman,35,Female,Lao,Luangprabang-Shop,Credit Card,2022-08-03,Walk-in,False
CUST-6AB4D,Jennifer,Munoz,38,Male,Thai,Online/Website,Mobile Banking,2022-08-03,Facebook,True
CUST-44372,Jacob,Bryan,21,Female,Thai,Savanhnaket-Shop,Mobile Banking,2022-08-03,Walk-in,True
CUST-70E09,Alexander,Hill,44,Male,Other,Pakse-Shop,Cash,2022-08-04,Walk-in,False
CUST-FD2ED,Richard,Taylor,20,Female,Lao,Pakse-Shop,Credit Card,2022-08-04,Walk-in,False
CUST-B0CD2,George,Randolph,19,Male,Lao,Vangvieng-Shop,Mobile Banking,2022-08-04,Walk-in,True
CUST-2C517,Kenneth,Evans,20,Male,American,Vientiane-Shop,Credit Card,2022-08-04,Walk-in,True
CUST-3539B,Monica,Gallegos,61,Male,Lao,Online/Website,Mobile Banking,2022-08-04,Influencer_Ref,True
CUST-013C5,Kimberly,Meyers,49,Male,Chinese,Vangvieng-Shop,Cash,2022-08-04,Walk-in,False
CUST-281D4,Bradley,Jordan,22,Female,Thai,Pakse-Shop,Mobile Banking,2022-08-04,Walk-in,True
CUST-A8044,Selena,Ramsey,65,Female,Lao,Online/Website,Mobile Banking,2022-08-04,Facebook,False
CUST-66D64,Todd,Ferguson,25,Female,Other,Online/Website,Mobile Banking,2022-08-04,Influencer_Ref,False
CUST-402C5,Sheila,Curry,48,Male,Lao,Online/Website,Mobile Banking,2022-08-04,Tiktok,False
CUST-2BD5D,Spencer,Bradshaw,54,Male,Lao,Savanhnaket-Shop,Mobile Banking,2022-08-04,Walk-in,False
CUST-25D8A,Patricia,Schultz,44,Male,Lao,Online/Website,Credit Card,2022-08-04,Website,False
CUST-98EB5,Paul,Ortiz,63,Male,Lao,Luangprabang-Shop,Mobile Banking,2022-08-04,Walk-in,False
CUST-919B9,Shawn,Shepherd,36,Male,Other,Vangvieng-Shop,Mobile Banking,2022-08-04,Walk-in,True
CUST-48A36,Carolyn,Thomas,24,Female,Lao,Luangprabang-Shop,Mobile Banking,2022-08-04,Walk-in,False
CUST-83236,Michelle,Patterson,26,Female,Lao,Pakse-Shop,Credit Card,2022-08-05,Walk-in,False
CUST-0682B,Abigail,Thompson,64,Female,Lao,Online/Website,Credit Card,2022-08-05,Influencer_Ref,False
CUST-0F1CD,Cory,Payne,64,Female,Lao,Pakse-Shop,Mobile Banking,2022-08-05,Walk-in,False
CUST-8E69E,Michael,Myers,50,Male,Lao,Luangprabang-Shop,Mobile Banking,2022-08-05,Walk-in,False
CUST-52882,Marissa,Wilson,18,Male,Chinese,Luangprabang-Shop,Credit Card,2022-08-05,Walk-in,True
CUST-4F230,Susan,Harvey,38,Female,Other,Vientiane-Shop,Mobile Banking,2022-08-05,Walk-in,True
CUST-1F0F2,Emily,Evans,38,Male,Lao,Vientiane-Shop,Mobile Banking,2022-08-05,Walk-in,False
CUST-6D2C4,Melissa,Smith,37,Female,Lao,Savanhnaket-Shop,Credit Card,2022-08-05,Walk-in,True
CUST-8615D,Allison,Sanchez,26,Female,Lao,Luangprabang-Shop,Mobile Banking,2022-08-05,Walk-in,False
CUST-44DE4,Michelle,Wilson,48,Female,Thai,Online/Website,Mobile Banking,2022-08-05,Influencer_Ref,True
CUST-2EBBC,William,Burke,42,Male,Lao,Vientiane-Shop,Cash,2022-08-05,Walk-in,True
CUST-0C11F,Zachary,Shields,31,Female,Lao,Luangprabang-Shop,Credit Card,2022-08-05,Walk-in,True
CUST-AEFE9,Jonathan,Rodgers,64,Male,Thai,Luangprabang-Shop,Cash,2022-08-06,Walk-in,True
CUST-6E4A2,Dakota,Hansen,52,Female,American,Vientiane-Shop,Mobile Banking,2022-08-06,Walk-in,True
CUST-C11B8,Robert,Taylor,23,Female,Lao,Vientiane-Shop,Mobile Banking,2022-08-06,Walk-in,True
CUST-33F86,Michaela,Burton,51,Male,American,Online/Website,Mobile Banking,2022-08-06,Instagram,True
CUST-9369A,Jeremy,Newton,52,Male,Other,Luangprabang-Shop,Cash,2022-08-06,Walk-in,True
CUST-434A0,Crystal,Zamora,56,Female,Lao,Pakse-Shop,Mobile Banking,2022-08-06,Walk-in,False
CUST-79099,Rachel,Walker,59,Male,Lao,Luangprabang-Shop,Credit Card,2022-08-06,Walk-in,False
CUST-888A5,Pamela,Lopez,26,Female,Lao,Savanhnaket-Shop,Mobile Banking,2022-08-06,Walk-in,True
CUST-2CAD4,Judith,Walker,53,Female,Lao,Vientiane-Shop,Cash,2022-08-06,Walk-in,True
CUST-76B8B,Kathleen,Wood,41,Female,Lao,Online/Website,Mobile Banking,2022-08-06,Tiktok,False
CUST-228F1,Anthony,Liu,55,Female,American,Pakse-Shop,Mobile Banking,2022-08-06,Walk-in,True
CUST-BBC9F,Jonathan,Michael,62,Male,Thai,Savanhnaket-Shop,Credit Card,2022-08-06,Walk-in,False
CUST-E8037,Kayla,Santiago,51,Female,Lao,Online/Website,Credit Card,2022-08-06,Facebook,False
CUST-F05CB,Jeffrey,Hunter,60,Male,Lao,Vangvieng-Shop,Credit Card,2022-08-06,Walk-in,True
CUST-C510A,Brianna,Ramos,39,Female,Other,Vangvieng-Shop,Mobile Banking,2022-08-06,Walk-in,False
CUST-6969D,Gregory,Martinez,49,Male,Chinese,Luangprabang-Shop,Cash,2022-08-07,Walk-in,False
CUST-EF4CA,Robert,Browning,26,Male,Lao,Savanhnaket-Shop,Credit Card,2022-08-07,Walk-in,False
CUST-C2C36,Kyle,Bowman,37,Male,Other,Luangprabang-Shop,Mobile Banking,2022-08-07,Walk-in,False
CUST-DAD44,Stephanie,Khan,22,Male,Lao,Vangvieng-Shop,Mobile Banking,2022-08-07,Walk-in,False
CUST-9CB54,Amy,Brady,51,Female,Chinese,Online/Website,Mobile Banking,2022-08-07,Instagram,False
CUST-CB96B,Kathy,Burch,38,Female,Thai,Savanhnaket-Shop,Cash,2022-08-07,Walk-in,True
CUST-00B48,Jennifer,Dyer,42,Male,Lao,Vientiane-Shop,Credit Card,2022-08-07,Walk-in,False
CUST-4D648,Kevin,King,39,Female,Chinese,Luangprabang-Shop,Mobile Banking,2022-08-07,Walk-in,True
CUST-729D0,Thomas,Smith,22,Male,Other,Online/Website,Credit Card,2022-08-07,Influencer_Ref,False
CUST-DABEA,Robert,Hensley,49,Female,Other,Vientiane-Shop,Cash,2022-08-07,Walk-in,False
CUST-BD2CE,Gerald,Adams,21,Male,Other,Luangprabang-Shop,Mobile Banking,2022-08-07,Walk-in,False
CUST-E5305,Matthew,Robertson,29,Male,Thai,Luangprabang-Shop,Cash,2022-08-07,Walk-in,True
CUST-C8642,Kyle,Black,26,Male,Lao,Vientiane-Shop,Cash,2022-08-07,Walk-in,True
CUST-9D602,Jennifer,Morales,51,Male,Chinese,Luangprabang-Shop,Mobile Banking,2022-08-07,Walk-in,True
CUST-648FB,Corey,Hogan,45,Female,Lao,Online/Website,Mobile Banking,2022-08-07,Influencer_Ref,True
CUST-9CD63,Charles,Miller,60,Male,Lao,Luangprabang-Shop,Credit Card,2022-08-07,Walk-in,False
CUST-A7683,Dominic,Sanchez,61,Male,Other,Online/Website,Mobile Banking,2022-08-07,Tiktok,True
CUST-85231,Toni,Morrison,29,Female,Lao,Luangprabang-Shop,Credit Card,2022-08-07,Walk-in,True
CUST-B7257,Felicia,Garrett,27,Female,Other,Luangprabang-Shop,Mobile Banking,2022-08-08,Walk-in,False
CUST-CD2DD,Lindsey,Williams,59,Female,Other,Online/Website,Mobile Banking,2022-08-08,Instagram,True
CUST-B5F2E,Jacob,Brady,36,Male,American,Vangvieng-Shop,Credit Card,2022-08-08,Walk-in,False
CUST-F0BC3,Howard,Ramirez,40,Male,Thai,Pakse-Shop,Credit Card,2022-08-08,Walk-in,False
CUST-75665,Stephanie,Kelly,59,Male,Other,Vangvieng-Shop,Credit Card,2022-08-08,Walk-in,True
CUST-3D942,Daniel,Hawkins,29,Male,Thai,Online/Website,Credit Card,2022-08-08,Instagram,True
CUST-40BC6,Lisa,Zuniga,23,Male,Other,Vangvieng-Shop,Mobile Banking,2022-08-08,Walk-in,True
CUST-6C636,Kimberly,Smith,40,Female,Lao,Vientiane-Shop,Credit Card,2022-08-08,Walk-in,False
CUST-7F64B,Jonathan,Glover,28,Male,Lao,Vangvieng-Shop,Mobile Banking,2022-08-08,Walk-in,True
CUST-B9541,Heather,White,40,Male,Thai,Online/Website,Mobile Banking,2022-08-08,Tiktok,False
CUST-B099A,Michelle,Gilbert,34,Male,Lao,Pakse-Shop,Credit Card,2022-08-08,Walk-in,False
CUST-5C094,Dale,Lee,41,Male,Other,Savanhnaket-Shop,Credit Card,2022-08-08,Walk-in,True
CUST-B2550,Amy,Jones,53,Male,Lao,Luangprabang-Shop,Credit Card,2022-08-08,Walk-in,False
CUST-22120,Courtney,Holmes,56,Male,Lao,Vientiane-Shop,Mobile Banking,2022-08-08,Walk-in,False
CUST-4EAC4,Adam,Parsons,65,Male,Lao,Online/Website,Credit Card,2022-08-08,Influencer_Ref,True
CUST-D0444,Sarah,Austin,28,Male,Other,Pakse-Shop,Credit Card,2022-08-09,Walk-in,False
CUST-0A560,Patricia,Higgins,47,Female,Lao,Luangprabang-Shop,Cash,2022-08-09,Walk-in,True
CUST-86E6C,Curtis,Cunningham,34,Male,American,Pakse-Shop,Cash,2022-08-09,Walk-in,False
CUST-E21EA,Paige,Pennington,47,Male,Thai,Vangvieng-Shop,Cash,2022-08-09,Walk-in,True
CUST-A486B,Teresa,Jones,60,Female,Lao,Savanhnaket-Shop,Cash,2022-08-09,Walk-in,True
CUST-E316F,Caitlin,Young,60,Female,Thai,Luangprabang-Shop,Mobile Banking,2022-08-09,Walk-in,True
CUST-20C68,Tracy,Little,50,Male,Other,Vientiane-Shop,Mobile Banking,2022-08-09,Walk-in,False
CUST-2520F,Andrew,Stephenson,50,Female,Other,Savanhnaket-Shop,Mobile Banking,2022-08-09,Walk-in,False
CUST-68B92,Robert,Thomas,63,Male,Lao,Vientiane-Shop,Mobile Banking,2022-08-09,Walk-in,False
CUST-E6DBA,David,Russell,50,Male,Other,Luangprabang-Shop,Mobile Banking,2022-08-09,Walk-in,False
CUST-4C446,William,Perry,21,Male,Lao,Vientiane-Shop,Credit Card,2022-08-09,Walk-in,True
CUST-E0D1E,Jody,Hernandez,52,Male,Lao,Savanhnaket-Shop,Credit Card,2022-08-10,Walk-in,False
CUST-EE0CF,Adam,Fuller,60,Male,Lao,Pakse-Shop,Mobile Banking,2022-08-10,Walk-in,False
CUST-42D1E,Elijah,Fernandez,28,Female,Thai,Savanhnaket-Shop,Credit Card,2022-08-10,Walk-in,False
CUST-9B530,Regina,Waller,22,Male,Lao,Online/Website,Mobile Banking,2022-08-10,Influencer_Ref,True
CUST-B28FE,Alexis,Palmer,48,Male,Thai,Vientiane-Shop,Cash,2022-08-10,Walk-in,True
CUST-43B92,Michael,Sanchez,37,Female,Lao,Pakse-Shop,Credit Card,2022-08-10,Walk-in,False
CUST-6F3BD,Norma,Davis,38,Female,American,Vientiane-Shop,Mobile Banking,2022-08-10,Walk-in,True
CUST-76BE3,Robert,Parker,21,Female,Thai,Savanhnaket-Shop,Mobile Banking,2022-08-10,Walk-in,True
CUST-778D5,Tom,Moody,62,Male,Lao,Online/Website,Mobile Banking,2022-08-10,Influencer_Ref,False
CUST-B2ACE,Austin,Holloway,50,Female,Thai,Online/Website,Credit Card,2022-08-10,Influencer_Ref,False
CUST-1C0C9,Sarah,Erickson,37,Male,Thai,Luangprabang-Shop,Cash,2022-08-10,Walk-in,True
CUST-27AE2,Christine,Larson,26,Female,Other,Luangprabang-Shop,Mobile Banking,2022-08-11,Walk-in,False
CUST-D2CB9,Shaun,Harris,39,Male,Other,Pakse-Shop,Mobile Banking,2022-08-11,Walk-in,False
CUST-F6BD8,Kelsey,Christian,54,Male,Lao,Vangvieng-Shop,Mobile Banking,2022-08-11,Walk-in,True
CUST-7F52D,Nicole,Ponce,28,Male,Lao,Online/Website,Mobile Banking,2022-08-11,Influencer_Ref,False
CUST-BE413,Charles,Moore,57,Female,Chinese,Vientiane-Shop,Mobile Banking,2022-08-11,Walk-in,False
CUST-00D03,Paul,Hernandez,25,Female,Lao,Savanhnaket-Shop,Credit Card,2022-08-11,Walk-in,False
CUST-E7A38,Nicholas,Richards,42,Female,Chinese,Vientiane-Shop,Mobile Banking,2022-08-11,Walk-in,False
CUST-75130,Jeanette,Anderson,36,Male,Lao,Online/Website,Mobile Banking,2022-08-11,Tiktok,False
CUST-B2D0E,Ricky,Owen,20,Male,Lao,Luangprabang-Shop,Mobile Banking,2022-08-11,Walk-in,False
CUST-6DFAB,Eric,Schmidt,55,Female,Thai,Online/Website,Credit Card,2022-08-11,Influencer_Ref,True
CUST-DD0A5,Gabriel,Harper,47,Male,Chinese,Savanhnaket-Shop,Credit Card,2022-08-11,Walk-in,True
CUST-8235E,Andrew,Moreno,31,Male,Lao,Vangvieng-Shop,Mobile Banking,2022-08-11,Walk-in,False
CUST-148B2,Matthew,Hanna,46,Male,Other,Vientiane-Shop,Credit Card,2022-08-11,Walk-in,True
CUST-96D7C,Melissa,Sanders,18,Male,Lao,Vangvieng-Shop,Mobile Banking,2022-08-11,Walk-in,False
CUST-23FF6,David,Davis,35,Female,Lao,Luangprabang-Shop,Credit Card,2022-08-11,Walk-in,True
CUST-2A1D0,Austin,Morris,47,Male,Lao,Vientiane-Shop,Credit Card,2022-08-11,Walk-in,True
CUST-401E0,April,Davis,39,Female,Other,Online/Website,Mobile Banking,2022-08-12,Influencer_Ref,False
CUST-AA734,Sarah,Green,47,Male,Thai,Online/Website,Mobile Banking,2022-08-12,Facebook,True
CUST-E63FF,John,Stout,34,Male,Lao,Luangprabang-Shop,Mobile Banking,2022-08-12,Walk-in,True
CUST-EC13F,Thomas,Gordon,28,Female,Thai,Online/Website,Mobile Banking,2022-08-12,Influencer_Ref,True
CUST-C5C5C,Donna,Smith,34,Male,American,Savanhnaket-Shop,Cash,2022-08-12,Walk-in,True
CUST-9F94D,Laura,Lowe,38,Female,Lao,Vangvieng-Shop,Cash,2022-08-12,Walk-in,True
CUST-CB40D,Deborah,Ramirez,31,Male,Lao,Vangvieng-Shop,Mobile Banking,2022-08-12,Walk-in,True
CUST-81844,Cheryl,Patterson,61,Male,Lao,Online/Website,Credit Card,2022-08-12,Influencer_Ref,False
CUST-49FE9,Molly,Klein,59,Male,Lao,Vangvieng-Shop,Cash,2022-08-12,Walk-in,True
CUST-97056,John,Bender,28,Male,Chinese,Vientiane-Shop,Mobile Banking,2022-08-12,Walk-in,False
CUST-4FEC6,Theresa,Jenkins,59,Male,Thai,Pakse-Shop,Cash,2022-08-13,Walk-in,True
CUST-593F9,Joseph,Carlson,20,Female,Lao,Pakse-Shop,Mobile Banking,2022-08-13,Walk-in,True
CUST-C51D4,Monica,Jordan,20,Male,Lao,Vangvieng-Shop,Credit Card,2022-08-13,Walk-in,False
CUST-91D42,Anne,Hughes,40,Female,Lao,Luangprabang-Shop,Cash,2022-08-13,Walk-in,True
CUST-C1FA9,Amber,Lawrence,45,Male,Lao,Luangprabang-Shop,Cash,2022-08-13,Walk-in,True
CUST-9A99F,Lynn,Serrano,63,Female,Chinese,Luangprabang-Shop,Cash,2022-08-13,Walk-in,False
CUST-FD8B9,Christina,Chavez,56,Female,American,Vientiane-Shop,Credit Card,2022-08-13,Walk-in,True
CUST-531C9,Barbara,Scott,42,Male,Other,Vientiane-Shop,Cash,2022-08-13,Walk-in,True
CUST-D94F2,Kirsten,Turner,51,Female,Lao,Online/Website,Mobile Banking,2022-08-13,Facebook,False
CUST-9DA7B,Kristy,Bailey,44,Male,Chinese,Pakse-Shop,Mobile Banking,2022-08-13,Walk-in,True
CUST-183C1,Steven,Stout,21,Female,Thai,Vientiane-Shop,Credit Card,2022-08-13,Walk-in,True
CUST-54340,Gabriel,Turner,33,Male,Lao,Online/Website,Mobile Banking,2022-08-14,Influencer_Ref,False
CUST-10BA5,Mark,Owens,40,Female,Lao,Savanhnaket-Shop,Mobile Banking,2022-08-14,Walk-in,False
CUST-F1BE0,Lauren,Peters,38,Male,Lao,Vangvieng-Shop,Mobile Banking,2022-08-14,Walk-in,True
CUST-65E6B,Shannon,Collins,36,Male,Lao,Online/Website,Credit Card,2022-08-14,Facebook,True
CUST-0D9C4,Phillip,Anderson,44,Female,Lao,Vangvieng-Shop,Mobile Banking,2022-08-14,Walk-in,True
CUST-571EE,Deborah,Robinson,35,Female,Lao,Vangvieng-Shop,Mobile Banking,2022-08-14,Walk-in,True
CUST-76C12,Colleen,Nolan,59,Female,Lao,Pakse-Shop,Mobile Banking,2022-08-14,Walk-in,True
CUST-08A2E,Ryan,Wagner,54,Female,Other,Pakse-Shop,Credit Card,2022-08-14,Walk-in,True
CUST-00199,Jeff,Barrett,62,Male,Thai,Vangvieng-Shop,Credit Card,2022-08-14,Walk-in,True
CUST-803D6,Kimberly,Galvan,24,Female,Other,Vientiane-Shop,Mobile Banking,2022-08-14,Walk-in,True
CUST-FAA69,Valerie,Townsend,53,Male,Thai,Vientiane-Shop,Credit Card,2022-08-14,Walk-in,False
CUST-43DC6,Tracy,Bean,64,Female,Thai,Online/Website,Mobile Banking,2022-08-15,Tiktok,True
CUST-6985D,Jennifer,Whitaker,47,Male,Chinese,Vientiane-Shop,Mobile Banking,2022-08-15,Walk-in,True
CUST-D3AEF,Michelle,Schultz,57,Male,Thai,Vientiane-Shop,Mobile Banking,2022-08-15,Walk-in,False
CUST-7997A,Amanda,Levy,60,Male,Other,Pakse-Shop,Mobile Banking,2022-08-15,Walk-in,False
CUST-534D9,Steven,Novak,56,Male,Thai,Vangvieng-Shop,Mobile Banking,2022-08-15,Walk-in,True
CUST-75887,Beverly,Kirby,40,Female,Thai,Pakse-Shop,Mobile Banking,2022-08-15,Walk-in,True
CUST-75E76,Lisa,Martin,52,Male,Thai,Pakse-Shop,Mobile Banking,2022-08-15,Walk-in,False
CUST-25358,Wendy,Byrd,51,Male,Thai,Vangvieng-Shop,Mobile Banking,2022-08-15,Walk-in,True
CUST-6E81D,Steven,Williams,64,Male,Chinese,Savanhnaket-Shop,Mobile Banking,2022-08-15,Walk-in,False
CUST-11D80,Justin,Sexton,39,Female,Lao,Savanhnaket-Shop,Cash,2022-08-15,Walk-in,False
CUST-AD585,Sara,Smith,33,Male,Lao,Luangprabang-Shop,Credit Card,2022-08-15,Walk-in,True
CUST-7DD75,Raymond,Moore,46,Male,Chinese,Luangprabang-Shop,Mobile Banking,2022-08-15,Walk-in,True
CUST-801EE,Taylor,Moody,49,Female,Lao,Online/Website,Mobile Banking,2022-08-15,Influencer_Ref,False
CUST-0FFE9,Tina,Mueller,30,Female,Lao,Online/Website,Mobile Banking,2022-08-15,Facebook,False
CUST-0AB7B,Taylor,Mccarthy,47,Female,Lao,Savanhnaket-Shop,Credit Card,2022-08-15,Walk-in,True
CUST-A72E2,Carrie,Miller,44,Male,American,Luangprabang-Shop,Cash,2022-08-16,Walk-in,False
CUST-584B9,John,Moore,48,Female,Thai,Pakse-Shop,Credit Card,2022-08-16,Walk-in,False
CUST-D1A97,Bethany,Buchanan,35,Female,Lao,Luangprabang-Shop,Mobile Banking,2022-08-16,Walk-in,True
CUST-3011E,Dennis,Alvarez,29,Male,Other,Pakse-Shop,Cash,2022-08-16,Walk-in,True
CUST-97559,Joseph,Smith,51,Female,Lao,Pakse-Shop,Mobile Banking,2022-08-16,Walk-in,False
